text,label,strategi
Saya lebih nyaman saat semua orang mengikuti arahan yang jelas.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya merasa terganggu jika ada yang menunda keputusan.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya cenderung menyelesaikan masalah daripada membahasnya berulang-ulang.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas.
Saya senang menjadi pusat koordinasi dalam proyek.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya suka jika pekerjaan diselesaikan secepat dan sebaik mungkin.,Choleric,Pastikan berikan tantangan dan peran kepemimpinan yang jelas.
Saya merasa sukses jika bisa mencapai hasil maksimal.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya tidak suka ketidakpastian dalam pengambilan keputusan.,Choleric,Hindari ketidakpastian dalam pengambilan keputusan.
Saya terbiasa mengevaluasi hasil kerja secara objektif.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas.
Saya merasa aman jika segala hal direncanakan secara teratur.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya tidak nyaman jika harus mengambil keputusan mendadak.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya suka membuat catatan dan ringkasan saat belajar.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya merasa terganggu dengan kekacauan atau ketidakteraturan.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya suka memiliki waktu tenang untuk berpikir.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya cenderung menyendiri jika suasana terlalu ramai.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya lebih suka menyampaikan ide lewat tulisan.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya merasa lebih produktif jika memiliki jadwal yang tertata.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya suka memperhatikan detail teknis saat bekerja.,Melancholic,Berikan informasi yang terstruktur dan detail. secara konsisten.
Saya cenderung mempertimbangkan banyak hal sebelum bertindak.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya lebih suka kualitas daripada kuantitas dalam hasil kerja.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya terbiasa menganalisis kelebihan dan kekurangan proyek.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya suka memiliki dokumentasi untuk setiap langkah kerja.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya tidak nyaman dengan perubahan mendadak tanpa penjelasan.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya merasa kurang cocok dengan pekerjaan yang menuntut improvisasi.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya cenderung introspektif setelah pengalaman penting.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya merasa nyaman dengan pola kerja yang konsisten.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya lebih suka mendengarkan dulu sebelum menyampaikan pendapat.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya cenderung memberi ruang bagi orang lain untuk bersinar.,Phlegmatic,Jaga stabilitas suasana kerja dan berikan bantuan personal.
Saya tidak suka terlibat konflik jika tidak perlu.,Phlegmatic,Pastikan hindari terlibat konflik jika tidak perlu. ciptakan suasana kerja yang tenang tanpa tekanan.
Saya lebih suka berdiskusi secara damai daripada berdebat.,Phlegmatic,Ciptakan suasana kerja yang tenang tanpa tekanan. secara konsisten.
Saya merasa lebih baik saat semua orang dalam tim saling menghormati.,Phlegmatic,Buat lingkungan kerja yang damai dan berikan dukungan personal.
Saya tidak suka suasana kerja yang terlalu agresif.,Phlegmatic,Pastikan hindari suasana kerja yang terlalu agresif.
Saya lebih suka rutinitas yang tenang daripada perubahan cepat.,Phlegmatic,Fasilitasi lingkungan yang stabil dengan pendekatan pribadi.
Saya merasa puas bisa membantu menyatukan ide-ide berbeda.,Phlegmatic,Wujudkan tempat kerja yang nyaman dan mendukung secara emosional.
Saya suka memberi masukan secara halus.,Phlegmatic,Ciptakan ruang kerja tanpa tekanan dan tunjukkan perhatian pribadi.
Saya tidak nyaman dipaksa untuk segera mengambil sikap.,Phlegmatic,Wujudkan tempat kerja yang nyaman dan mendukung secara emosional.
Saya lebih suka menyusun langkah pelan tapi pasti.,Phlegmatic,Fasilitasi lingkungan yang stabil dengan pendekatan pribadi.
Saya cenderung mendukung keputusan mayoritas.,Phlegmatic,Fasilitasi lingkungan yang stabil dengan pendekatan pribadi.
Saya merasa tidak perlu menjadi sorotan untuk bisa bermanfaat.,Phlegmatic,Fasilitasi lingkungan yang stabil dengan pendekatan pribadi.
Saya terbiasa menjaga suasana kerja tetap damai.,Phlegmatic,Buat lingkungan kerja yang damai dan berikan dukungan personal.
Saya lebih suka kerja tim yang kolaboratif daripada kompetitif.,Phlegmatic,Wujudkan tempat kerja yang nyaman dan mendukung secara emosional.
Saya suka mendengarkan masalah orang dan memberi dukungan.,Phlegmatic,Ciptakan ruang kerja tanpa tekanan dan tunjukkan perhatian pribadi.
Saya cenderung tenang dan sabar dalam menghadapi tekanan.,Phlegmatic,Wujudkan tempat kerja yang nyaman dan mendukung secara emosional.
Saya merasa nyaman menjadi penengah jika ada perbedaan.,Phlegmatic,Buat lingkungan kerja yang damai dan berikan dukungan personal.
Saya lebih suka jika proses kerja berjalan dengan ritme alami.,Phlegmatic,Jaga stabilitas suasana kerja dan berikan bantuan personal.
Saya merasa nyaman ketika bisa menjadi pusat perhatian dalam acara santai.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya suka memotivasi orang lain melalui cerita inspiratif.,Sanguine,Pastikan ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya merasa senang jika bisa membuat suasana menjadi hidup.,Sanguine,Pastikan ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya mudah tertawa dan menulari orang lain dengan semangat positif.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi. secara konsisten.
Saya suka menyapa dan menjalin hubungan meski hanya lewat pertemuan singkat.,Sanguine,Pastikan ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya lebih suka diskusi yang mengalir bebas tanpa tekanan.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi. secara konsisten.
Saya terbiasa berbicara panjang lebar tanpa merasa canggung.,Sanguine,Pastikan ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya merasa hidup ketika bisa berbagi kebahagiaan dengan orang lain.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya senang berinisiatif dalam mencairkan suasana kelompok.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya cepat merasa bosan jika suasana terlalu serius.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya suka jadi fasilitator dalam pertemuan informal.,Sanguine,Pastikan ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya merasa lebih produktif saat suasana hati saya senang.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya sering menjadi sumber semangat dalam tim kerja.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya lebih nyaman bekerja dalam tim yang terbuka dan ekspresif.,Sanguine,Pastikan ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya merasa senang jika bisa membangun keakraban baru.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi. secara konsisten.
Saya tidak tahan berada terlalu lama di tempat yang hening.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya suka menyampaikan ide lewat obrolan spontan.,Sanguine,Pastikan ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya lebih suka presentasi interaktif daripada satu arah.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi. secara konsisten.
Saya merasa lebih mudah bekerja jika suasana tidak terlalu formal.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi. secara konsisten.
Saya merasa puas saat tim saya bisa bergerak cepat menyelesaikan masalah.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya terbiasa membagi tugas dengan tegas dan jelas.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas.
Saya merasa nyaman saat bisa langsung mengontrol jalannya proyek.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas.
Saya cenderung menyelesaikan masalah tanpa terlalu banyak diskusi.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya merasa tidak produktif jika rapat tidak menghasilkan keputusan.,Choleric,Pastikan berikan tantangan dan peran kepemimpinan yang jelas.
Saya suka menyusun struktur kerja yang jelas.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya cenderung memberi solusi cepat daripada mendengarkan terlalu lama.,Choleric,Pastikan berikan tantangan dan peran kepemimpinan yang jelas.
Saya merasa tidak nyaman jika tidak diberi ruang untuk bergerak bebas.,Choleric,Pastikan berikan tantangan dan peran kepemimpinan yang jelas.
Saya senang bekerja dalam tekanan dan target.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya tidak suka bekerja dengan sistem yang lamban.,Choleric,Hindari bekerja dengan sistem yang lamban. secara konsisten.
Saya terbiasa menyusun skema kerja untuk tiap minggu.,Choleric,Pastikan berikan tantangan dan peran kepemimpinan yang jelas.
Saya lebih suka aksi nyata daripada janji yang belum terbukti.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya merasa tidak nyaman jika semua hal terlalu dibahas tanpa eksekusi.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya merasa lebih percaya diri saat memimpin proyek.,Choleric,Pastikan berikan kesempatan untuk memimpin dan mengambil tanggung jawab.
Saya merasa waktu saya harus digunakan secara efektif.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya suka menyampaikan masukan secara langsung dan tegas.,Choleric,Pastikan berikan tantangan dan peran kepemimpinan yang jelas.
Saya lebih suka menjadi pengambil keputusan daripada menunggu.,Choleric,Pastikan berikan tantangan dan peran kepemimpinan yang jelas.
Saya merasa puas jika rencana berjalan sesuai jadwal.,Choleric,Pastikan berikan tantangan dan peran kepemimpinan yang jelas.
Saya suka menyusun daftar pencapaian untuk diri saya sendiri.,Choleric,Pastikan berikan tantangan dan peran kepemimpinan yang jelas.
Saya lebih suka mendalami topik sebelum membahasnya secara terbuka.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya merasa tidak nyaman jika harus bicara panjang tanpa persiapan.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya lebih suka menyampaikan opini lewat tulisan tertata.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya terbiasa mengevaluasi hal-hal kecil yang mungkin terlewat.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya merasa tenang saat memiliki kontrol penuh terhadap pekerjaan saya.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya lebih suka rutinitas yang bisa diprediksi.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya cenderung menyiapkan alternatif solusi sebelum mengambil tindakan.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya tidak suka dipaksa menyelesaikan sesuatu secara terburu-buru.,Melancholic,Hindari dipaksa menyelesaikan sesuatu secara terburu-buru. secara konsisten.
Saya merasa khawatir jika tidak sempat memeriksa ulang hasil kerja.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya suka menyusun kerangka sebelum menulis atau berbicara.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya lebih suka diskusi satu lawan satu daripada dalam kelompok besar.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya merasa tidak nyaman jika suasana kerja terlalu santai.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya merasa puas jika pekerjaan dilakukan dengan presisi.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya terbiasa membuat to-do list yang rinci.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya cenderung memikirkan konsekuensi sebelum membuat keputusan kecil.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya tidak suka jika hasil kerja tidak sesuai standar saya.,Melancholic,Hindari hasil pekerjaan tidak sesuai standar saya.
Saya lebih nyaman dengan instruksi tertulis yang jelas.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya suka meluangkan waktu untuk refleksi pribadi.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya cenderung menyerap informasi secara mendalam.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya lebih suka menenangkan suasana yang mulai panas.,Phlegmatic,Wujudkan tempat kerja yang nyaman dan mendukung secara emosional.
Saya cenderung tidak suka berbicara terlalu panjang dalam forum umum.,Phlegmatic,Pastikan hindari berbicara terlalu panjang dalam forum umum.
Saya merasa lebih cocok sebagai pendengar daripada pembicara utama.,Phlegmatic,Fasilitasi lingkungan yang stabil dengan pendekatan pribadi.
Saya suka meredakan konflik dengan humor ringan.,Phlegmatic,Bangun suasana kerja yang tenang tanpa tekanan.
Saya lebih nyaman ketika ada keseimbangan antara tugas dan waktu istirahat.,Phlegmatic,Ciptakan ruang kerja tanpa tekanan dan tunjukkan perhatian pribadi.
Saya merasa terganggu jika harus memilih pihak dalam perdebatan.,Phlegmatic,Ciptakan suasana pekerjaan yang tenang tanpa tekanan.
Saya tidak suka tekanan atau perintah mendadak.,Phlegmatic,Hindari tekanan atau perintah mendadak. secara konsisten.
Saya cenderung mendukung keputusan yang tidak merugikan siapa pun.,Phlegmatic,Wujudkan tempat kerja yang nyaman dan mendukung secara emosional.
Saya merasa damai dalam suasana yang bersahabat dan saling menghargai.,Phlegmatic,Buat lingkungan kerja yang damai dan berikan dukungan personal.
Saya suka membantu tanpa menuntut pengakuan.,Phlegmatic,Wujudkan tempat kerja yang nyaman dan mendukung secara emosional.
Saya cenderung tidak suka jika harus bereaksi cepat dalam situasi konflik.,Phlegmatic,Hindari harus bereaksi cepat dalam situasi konflik. Ciptakan suasana kerja yang tenang tanpa tekanan. secara konsisten.
Saya merasa tenang saat suasana kerja konsisten dan stabil.,Phlegmatic,Fasilitasi lingkungan yang stabil dengan pendekatan pribadi.
Saya lebih suka berbicara setelah dipersilakan.,Phlegmatic,Ciptakan ruang kerja tanpa tekanan dan tunjukkan perhatian pribadi.
Saya terbiasa menghargai keputusan bersama.,Phlegmatic,Buat lingkungan kerja yang damai dan berikan dukungan personal.
Saya merasa cukup jika tim berjalan dengan harmoni.,Phlegmatic,Fasilitasi lingkungan yang stabil dengan pendekatan pribadi.
Saya lebih suka didengarkan secara empatik daripada dinasihati.,Phlegmatic,Jaga stabilitas suasana kerja dan berikan bantuan personal.
Saya tidak suka dikritik di depan umum.,Phlegmatic,Hindari dikritik di depan umum. secara konsisten.
Saya lebih suka diskusi yang tidak menekan atau memojokkan.,Phlegmatic,Buat lingkungan kerja yang damai dan berikan dukungan personal.
